"margin" "qseqid" "sseqid" "staxid" "pident" "score" "qcovs" "kingdom" "phylum" "class" "order" "family" "genus" "species" "species_score" "genus_score" "family_score" "order_score" "class_score" "phylum_score" "kingdom_score" "alternatives" "pident.max.best" "possible.misid" "ssciname" "score.id" "seqNoID"
"seq8250" "upper" "seq8250" "PLYAI177N20" "   7524" " 91.803" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hemiptera" NA NA "Hemiptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hemiptera, 91.803" " 91.803" "1" "Hemiptera" NA "seq8250"
"seq82852" "upper" "seq82852" "GBMNB56453N20" "1112786" " 98.618" "2.486638e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona candida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Candona candida, 98.618, Candona candida, 98.157" " 98.618" "0" "Candona candida" "Candona candida" "seq82852"
"seq8303" "upper" "seq8303" "GMGMJ1182N14" "1446258" " 98.618" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Hybotidae" NA "Hybotidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hybotidae, 98.618, Tanytarsus brundini, 98.157, Tanytarsus brundini, 97.696, Tanytarsus brundini, 97.235, Tanytarsus brundini, 96.774" " 98.618" "1" "Hybotidae" "Hybotidae" "seq8303"
"seq8314" "upper" "seq8314" "GBMNC33466N20" " 931870" " 92.523" "1.000000e+02" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Aphelenchoididae" "Aphelenchoides" "Aphelenchoides paradalianensis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Aphelenchoides paradalianensis, 92.523, Nematoda, 91.121, Halicephalobus, 91.121, Steinernema sangi, 91.121, Oscheius, 90.698, Nematoda, 90.654, Ancylostomatidae, 90.654, Halicephalobus gingivalis, 90.654, Steinernema siamkayai, 90.654, Ektaphelenchus, 90.654, Micoletzkya, 90.654, Micoletzkya buetschlii, 90.654" " 92.523" "1" "Aphelenchoides paradalianensis" "Aphelenchoides" "seq8314"
"seq8319" "upper" "seq8319" "LT903845" " 188228" "100.000" "3.309641e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Nais" "Nais communis" " 66.19283" "100.00000" "100" "100" "100" "100" "100" "Nais, 100.000, Nais communis, 100.000, Nais,  99.539" "100.000" "1" "Nais" "Nais" "seq8319"
"seq83222" "upper" "seq83222" "BCHYM7975N15" " 231986" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hymenoptera" "Formicidae" "Lasius" "Lasius fuliginosus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Lasius fuliginosus, 100" "100.000" "1" "Lasius fuliginosus" "Lasius fuliginosus" "seq83222"
"seq8349" "upper" "seq8349" "GBMND100623N21" " 525906" " 99.091" "4.545455e+00" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta pectinata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Synchaeta pectinata, 99.091" " 99.091" "0" "Synchaeta pectinata" "Synchaeta pectinata" "seq8349"
"seq83521" "upper" "seq83521" "GU232676" " 104777" " 99.091" "1.874144e-01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Brachionidae" "Brachionus" "Brachionus calyciflorus" " 91.28687" "100.00000" "100" "100" "100" "100" "100" "Brachionus calyciflorus, 99.545, Brachionus fernandoi, 99.545, Brachionus calyciflorus, 99.091, Brachionus calyciflorus, 98.636, Brachionus calyciflorus, 98.182" " 99.545" "0" "Brachionus calyciflorus" "Brachionus" "seq83521"
"seq8353" "upper" "seq8353" "CHRFI273N10" " 403569" " 96.774" "2.130102e-05" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Tanytarsus" "Tanytarsus brundini" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Tanytarsus brundini, 98.618, Tanytarsus brundini, 97.696, Tanytarsus brundini, 96.774" " 98.618" "1" "Tanytarsus brundini" "Tanytarsus brundini" "seq8353"
"seq8358" "upper" "seq8358" "BACZP292N15" "1112786" " 97.235" "2.486645e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona candida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Candona candida, 97.235, Candona candida, 96.774" " 97.235" "0" "Candona candida" "Candona" "seq8358"
"seq8370" "upper" "seq8370" "MSSCA1982N16" "  83137" " 94.931" "9.789193e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 94.931, Sarcoptiformes, 94.470" " 94.931" "1" "Sarcoptiformes" NA "seq8370"
"seq8372" "upper" "seq8372" "NZCYC101N14" "   6382" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Haplotaxida" NA NA "Haplotaxida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Haplotaxida, 100" "100.000" "1" "Haplotaxida" "Haplotaxida" "seq8372"
"seq83959" "upper" "seq83959" "GBMNC23373N20" "2259392" " 99.180" "5.000000e+01" "100" "Metazoa" "Gastrotricha" NA "Chaetonotida" "Chaetonotidae" "Chaetonotus" "Chaetonotus borealis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetonotus borealis, 99.18" " 99.180" "1" "Chaetonotus borealis" "Chaetonotus borealis" "seq83959"
"seq84178" "upper" "seq84178" "ACSD234N16" "  84316" " 95.392" "3.562461e-01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Eucyclops" "Eucyclops" " 66.90416" "100.00000" "100" "100" "100" "100" "100" "Eucyclops, 95.853, Eucyclops serrulatus, 95.853, Eucyclops, 95.392, Cyclopoida, 94.470" " 95.853" "0" "Eucyclops" "Eucyclops" "seq84178"
"seq8425" "upper" "seq8425" "MSSCA1982N16" "  83137" " 94.931" "9.789193e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 94.931, Sarcoptiformes, 94.470" " 94.931" "1" "Sarcoptiformes" NA "seq8425"
"seq84433" "upper" "seq84433" "EU076819" " 231624" " 95.909" "2.433832e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 95.909, Rotaria rotatoria, 95.455, Rotaria rotatoria, 95.000" " 95.909" "1" "Rotaria rotatoria" "Rotaria" "seq84433"
"seq84503" "upper" "seq84503" "GBCI12105N19" "   6088" " 96.774" "5.742842e-05" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra oligactis" " 64.80836" "100.00000" "100" "100" "100" "100" "100" "Hydra, 98.157, Hydra oligactis, 98.157, Hydra, 97.696, Hydra oligactis, 97.696, Hydra, 97.235, Hydra robusta, 97.235, Hydra oligactis, 96.774, Hydra oligactis, 96.313" " 98.157" "0" "Hydra" "Hydra" "seq84503"
"seq8462" "upper" "seq8462" "PLSBK1917N20" "   7399" " 92.627" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hymenoptera" NA NA "Hymenoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hymenoptera, 92.627" " 92.627" "1" "Hymenoptera" NA "seq8462"
"seq8472" "upper" "seq8472" "GBMIN140446N18" " 525906" " 97.727" "6.554237e-05" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta pectinata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Synchaeta pectinata, 99.091, Synchaeta pectinata, 98.636, Synchaeta pectinata, 98.182, Synchaeta pectinata, 97.727" " 99.091" "1" "Synchaeta pectinata" "Synchaeta pectinata" "seq8472"
"seq8474" "upper" "seq8474" "OPPUK982N17" "   7149" " 90.323" "9.129641e-02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" NA "Chironomidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chironomidae, 90.783, Chironomidae, 90.323" " 90.783" "0" "Chironomidae" NA "seq8474"
"seq848" "upper" "seq848" "GBIOC2634N21" "   6658" " 98.507" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 98.507" " 98.507" "1" "Branchiopoda" "Branchiopoda" "seq848"
"seq8498" "upper" "seq8498" "GBIOC2634N21" "   6658" " 97.521" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 97.521" " 97.521" "1" "Branchiopoda" NA "seq8498"
"seq851" "upper" "seq851" "GBSP9815N13" " 360692" "100.000" "1.660062e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Polyarthra" "Polyarthra" " 50.15966" "100.00000" "100" "100" "100" "100" "100" "Polyarthra, 100.000, Polyarthra dolichoptera, 100.000, Polyarthra,  99.545, Polyarthra dolichoptera,  99.091" "100.000" "1" "Polyarthra" "Polyarthra" "seq851"
"seq8518" "upper" "seq8518" "LN810424" "   6386" " 97.235" "4.999999e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Tubifex" "Tubifex tubifex" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Tubifex tubifex, 97.235, Tubifex tubifex, 95.392" " 97.235" "1" "Tubifex tubifex" "Tubifex" "seq8518"
"seq85183" "upper" "seq85183" "JX993862" "  77571" "100.000" "2.499950e+01" "100" "Metazoa" "Annelida" "Clitellata" "Lumbriculida" "Lumbriculidae" "Stylodrilus" "Stylodrilus heringianus" " 99.99975" " 99.99975" "100" "100" "100" "100" "100" "Stylodrilus heringianus, 100.000, Lumbriculidae,  98.618, Stylodrilus heringianus,  98.618, Stylodrilus heringianus,  98.157" "100.000" "1" "Stylodrilus heringianus" "Lumbriculidae" "seq85183"
"seq8524" "upper" "seq8524" "MSSCA1982N16" "  83137" " 92.627" "9.999901e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 92.627, Sarcoptiformes, 91.244" " 92.627" "1" "Sarcoptiformes" NA "seq8524"
"seq8544" "upper" "seq8544" "MT483678" "1523455" "100.000" "3.309619e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Goeridae" "Silo" "Silo pallipes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Silo pallipes, 100.000, Silo pallipes,  99.539, Silo pallipes,  98.618, Silo pallipes,  98.157" "100.000" "0" "Silo pallipes" "Silo pallipes" "seq8544"
"seq8546" "upper" "seq8546" "FBOST017N12" "  84318" "100.000" "5.000000e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" NA NA "Podocopida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Podocopida, 100" "100.000" "0" "Podocopida" "Podocopida" "seq8546"
"seq8577" "upper" "seq8577" "GBAN13853N19" "1969981" " 99.539" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Psammoryctides" "Psammoryctides albicola" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Psammoryctides albicola, 99.539, Naididae, 99.078" " 99.539" "1" "Psammoryctides albicola" "Psammoryctides albicola" "seq8577"
"seq8583" "upper" "seq8583" "LN810268" " 212246" " 95.853" "9.925083e-04" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diaphanus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diaphanus, 97.235, Chaetogaster diaphanus, 95.853" " 97.235" "0" "Chaetogaster diaphanus" "Chaetogaster" "seq8583"
"seq860" "upper" "seq860" "KC788687" " 315524" " 99.539" "5.000000e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Micropsectra" "Micropsectra atrofasciata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Micropsectra atrofasciata, 99.539" " 99.539" "1" "Micropsectra atrofasciata" "Micropsectra atrofasciata" "seq860"
"seq862" "upper" "seq862" "YDBB1347N21" "   6854" " 90.783" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" NA NA NA "Arachnida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Arachnida, 90.783" " 90.783" "1" "Arachnida" NA "seq862"
"seq86222" "upper" "seq86222" "LC374588" "1936243" " 92.523" "1.000000e+02" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Diplogasteridae" "Acrostichus" "Acrostichus floridensis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Acrostichus floridensis, 92.523, Acrostichus, 91.589, Panagrolaimidae, 91.121, Quilonia, 90.654" " 92.523" "1" "Acrostichus floridensis" "Acrostichus" "seq86222"
"seq863" "upper" "seq863" "GBIOC2634N21" "   6658" " 98.507" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 98.507" " 98.507" "1" "Branchiopoda" "Branchiopoda" "seq863"
"seq8655" "upper" "seq8655" "GBMIN802N12" " 212339" " 97.696" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Pristina" "Pristina aequiseta" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Pristina aequiseta, 97.696" " 97.696" "1" "Pristina aequiseta" "Pristina" "seq8655"
"seq86560" "upper" "seq86560" "GACAC1441N16" "  92090" " 98.157" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" "Trombidiformes" "Calyptostomatidae" "Calyptostoma" "Calyptostoma" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Calyptostoma, 98.157" " 98.157" "1" "Calyptostoma" "Calyptostoma" "seq86560"
"seq86566" "upper" "seq86566" "MZ625774" " 304233" " 99.539" "4.103924e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Simuliidae" "Simulium" "Simulium ornatum" " 95.80772" "100.00000" "100" "100" "100" "100" "100" "Simulium, 99.539, Simulium ornatum, 99.539, Simulium, 99.078, Simulium ornatum, 99.078, Simulium ornatum, 98.618" " 99.539" "0" "Simulium" "Simulium" "seq86566"
"seq86642" "upper" "seq86642" "GBSP1536N10" " 104787" " 97.309" "1.000000e+02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Philodinida" "Philodinidae" "Macrotrachela" "Macrotrachela" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Macrotrachela, 97.309" " 97.309" "1" "Macrotrachela" "Macrotrachela" "seq86642"
"seq8681" "upper" "seq8681" "CNGIN557N13" "   7088" " 99.539" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Lepidoptera" NA NA "Lepidoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Lepidoptera, 99.539" " 99.539" "1" "Lepidoptera" "Lepidoptera" "seq8681"
"seq8688" "upper" "seq8688" "LEFIJ3478N16" "2578602" "100.000" "3.309641e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Potthastia" "Potthastia longimanus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Potthastia longimanus, 100.000, Potthastia longimanus,  99.539" "100.000" "1" "Potthastia longimanus" "Potthastia longimanus" "seq8688"
"seq8692" "upper" "seq8692" "GU902069" " 913657" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Enchytraeida" "Enchytraeidae" "Fridericia" "Fridericia perrieri" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Fridericia perrieri, 100.000, Enchytraeida,  99.078" "100.000" "1" "Fridericia perrieri" "Fridericia perrieri" "seq8692"
"seq86967" "upper" "seq86967" "GBSP8532N13" " 468664" " 90.909" "2.086615e-05" "100" "Metazoa" "Rotifera" "Eurotatoria" "Philodinida" "Philodinidae" "Philodina" "Philodina citrina" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Philodina citrina, 92.727, Philodina citrina, 92.273, Philodina citrina, 90.909" " 92.727" "0" "Philodina citrina" "Philodina" "seq86967"
"seq8707" "upper" "seq8707" "LC053807" "   6087" "100.000" "1.447924e+00" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra vulgaris" " 92.72929" "100.00000" "100" "100" "100" "100" "100" "Hydra, 100.000, Hydra vulgaris, 100.000, Hydra shenzhensis, 100.000, Hydra,  99.174, Hydra vulgaris,  99.174" "100.000" "1" "Hydra" "Hydra" "seq8707"
"seq87268" "upper" "seq87268" "DNARA1658N21" "  27402" " 97.696" "9.940829e-04" "100" "Metazoa" "Arthropoda" "Branchiopoda" "Diplostraca" "Bosminidae" "Bosmina" "Bosmina" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Bosmina, 99.078, Bosmina, 97.696" " 99.078" "0" "Bosmina" "Bosmina" "seq87268"
"seq87275" "upper" "seq87275" "FBOST021N12" "  84318" " 95.392" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" NA NA "Podocopida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Podocopida, 95.392" " 95.392" "1" "Podocopida" NA "seq87275"
"seq8746" "upper" "seq8746" "CHBAL082N20" " 315524" " 99.539" "1.660708e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Micropsectra" "Micropsectra atrofasciata" " 66.78585" " 66.78585" "100" "100" "100" "100" "100" "Chironomidae, 99.539, Micropsectra atrofasciata, 99.539, Micropsectra atrofasciata, 99.078, Micropsectra atrofasciata, 97.696" " 99.539" "1" "Chironomidae" "Chironomidae" "seq8746"
"seq8776" "upper" "seq8776" "AF534865" "  76587" " 98.618" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Limnodrilus" "Limnodrilus hoffmeisteri" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Limnodrilus hoffmeisteri, 98.618" " 98.618" "1" "Limnodrilus hoffmeisteri" "Limnodrilus hoffmeisteri" "seq8776"
"seq8790" "upper" "seq8790" "LR995349" "2794872" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Quistadrilus" "Quistadrilus multisetosus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Quistadrilus multisetosus, 100" "100.000" "1" "Quistadrilus multisetosus" "Quistadrilus multisetosus" "seq8790"
"seq8797" "upper" "seq8797" "KUGA148N21" "  50515" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Coleoptera" "Dytiscidae" NA "Dytiscidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Dytiscidae, 99.078" " 99.078" "1" "Dytiscidae" "Dytiscidae" "seq8797"
"seq8799" "upper" "seq8799" "GAHAP3300N15" " 883178" "100.000" "9.090909e+00" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Psammoryctides" "Psammoryctides barbatus" " 72.72727" " 72.72727" "100" "100" "100" "100" "100" "Psammoryctides barbatus, 100, Naididae, 100" "100.000" "0" "Naididae" "Naididae" "seq8799"
"seq8835" "upper" "seq8835" "GMBUE2558N14" " 401642" " 98.182" "1.252640e-05" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Cricotopus" "Cricotopus triannulatus" " 99.99248" " 99.99248" "100" "100" "100" "100" "100" "Cricotopus triannulatus, 100.000, Cricotopus triannulatus,  99.539, Chironomidae,  99.078, Cricotopus triannulatus,  99.078, Cricotopus triannulatus,  98.182" "100.000" "1" "Cricotopus triannulatus" "Chironomidae" "seq8835"
"seq8851" "upper" "seq8851" "GU232682" " 104777" " 98.182" "1.628838e-04" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Brachionidae" "Brachionus" "Brachionus calyciflorus" " 99.99984" "100.00000" "100" "100" "100" "100" "100" "Brachionus calyciflorus, 99.545, Brachionus calyciflorus, 99.091, Brachionus calyciflorus, 98.636, Brachionus calyciflorus, 98.182, Brachionus fernandoi, 98.182, Brachionus calyciflorus, 97.727" " 99.545" "0" "Brachionus calyciflorus" "Brachionus" "seq8851"
"seq8859" "upper" "seq8859" "GU902110" " 380447" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Rhyacodrilus" "Rhyacodrilus coccineus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rhyacodrilus coccineus, 100" "100.000" "1" "Rhyacodrilus coccineus" "Rhyacodrilus coccineus" "seq8859"
"seq886" "upper" "seq886" "GBSP1130N06" "  44581" " 98.182" "1.655142e-01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Philodinida" "Philodinidae" "Philodina" "Philodina" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Philodina, 98.636, Philodina, 98.182, Philodina, 97.727, Philodina, 96.861" " 98.636" "1" "Philodina" "Philodina" "seq886"
"seq88964" "upper" "seq88964" "ACSD228N16" "  84316" " 97.696" "3.561198e-01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Eucyclops" "Eucyclops" " 66.90408" "100.00000" "100" "100" "100" "100" "100" "Eucyclops, 98.157, Eucyclops serrulatus, 98.157, Eucyclops, 97.696, Cyclopoida, 96.774" " 98.157" "0" "Eucyclops" "Eucyclops" "seq88964"
"seq89" "upper" "seq89" "LT904771" "  74727" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diastrophus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diastrophus, 100" "100.000" "1" "Chaetogaster diastrophus" "Chaetogaster diastrophus" "seq89"
"seq8911" "upper" "seq8911" "AGROT325N10" "  84394" " 92.273" "1.000000e+02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" NA NA "Ploima" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Ploima, 92.273" " 92.273" "1" "Ploima" NA "seq8911"
"seq8912" "upper" "seq8912" "GBAN13853N19" "1969981" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Psammoryctides" "Psammoryctides albicola" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Psammoryctides albicola, 100.000, Naididae,  99.539" "100.000" "1" "Psammoryctides albicola" "Psammoryctides albicola" "seq8912"
"seq8927" "upper" "seq8927" "CHMNO068N14" "2578447" " 98.618" "5.340537e-01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Brillia" "Brillia bifida" " 99.97704" " 99.97704" "100" "100" "100" "100" "100" "Brillia bifida, 99.078, Brillia bifida, 98.618, Chironomidae, 98.157, Brillia bifida, 98.157, Brillia bifida, 97.696" " 99.078" "0" "Brillia bifida" "Chironomidae" "seq8927"
"seq89400" "upper" "seq89400" "AY943999" "  90986" " 90.187" "1.000000e+02" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Steinernematidae" "Steinernema" "Steinernema scapterisci" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Steinernema scapterisci, 90.187" " 90.187" "1" "Steinernema scapterisci" "Steinernema" "seq89400"
"seq89433" "upper" "seq89433" "SWGBI257N16" "   6854" " 92.627" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" NA NA NA "Arachnida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Arachnida, 92.627, Hymenoptera, 90.783" " 92.627" "1" "Arachnida" NA "seq89433"
"seq8948" "upper" "seq8948" "GBIOC2634N21" "   6658" " 97.521" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 97.521" " 97.521" "1" "Branchiopoda" NA "seq8948"
"seq89486" "upper" "seq89486" "GBMIN1810N12" " 212246" " 98.361" "1.061342e+00" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diaphanus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diaphanus, 99.180, Chaetogaster diaphanus, 98.361" " 99.180" "0" "Chaetogaster diaphanus" "Chaetogaster diaphanus" "seq89486"
"seq895" "upper" "seq895" "YDBB1347N21" "   6854" " 90.783" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" NA NA NA "Arachnida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Arachnida, 90.783" " 90.783" "1" "Arachnida" NA "seq895"
"seq8954" "upper" "seq8954" "LN810296" " 188204" "100.000" "4.892666e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Bothrioneurum" "Bothrioneurum vejdovskyanum" " 99.97738" " 99.97738" "100" "100" "100" "100" "100" "Bothrioneurum vejdovskyanum, 100.000, Bothrioneurum vejdovskyanum,  99.539, Bothrioneurum vejdovskyanum,  99.078, Naididae,  99.078" "100.000" "1" "Bothrioneurum vejdovskyanum" "Naididae" "seq8954"
"seq8968" "upper" "seq8968" "GMGMH946N14" " 288845" " 98.618" "4.960254e-04" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Orthocladius" "Orthocladius" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Orthocladius, 100.000, Orthocladius,  99.078, Orthocladius,  98.636, Orthocladius,  98.618" "100.000" "1" "Orthocladius" "Orthocladius" "seq8968"
"seq8981" "upper" "seq8981" "GBAN15207N19" " 380453" " 91.244" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Pristina" "Pristina jenkinae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Pristina jenkinae, 91.244" " 91.244" "1" "Pristina jenkinae" "Pristina" "seq8981"
"seq89883" "upper" "seq89883" "GBSP9994N13" "1156569" " 99.545" "1.000000e+02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Polyarthra" "Polyarthra dolichoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Polyarthra dolichoptera, 99.545" " 99.545" "1" "Polyarthra dolichoptera" "Polyarthra dolichoptera" "seq89883"
"seq89957" "upper" "seq89957" "AMTPD3643N15" "2870496" " 99.539" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Bibionidae" "Bibio" "Bibio johannis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Bibio johannis, 99.539" " 99.539" "1" "Bibio johannis" "Bibio johannis" "seq89957"
"seq89988" "upper" "seq89988" "CHACA656N09" " 229865" " 96.774" "2.087211e-05" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" "Liebstadiidae" "Liebstadia" "Liebstadia" " 97.89577" "100.00000" "100" "100" "100" "100" "100" "Liebstadia, 98.618, Liebstadia similis, 98.157, Liebstadia, 96.774" " 98.618" "0" "Liebstadia" "Liebstadia" "seq89988"
